原页码,菌株名称,DSM编号,提取的编号,WGS_ID,WGS_状态,WGS_文件,16S_ID,16S_状态,16S_文件
17,Priestia megaterium DSM 510,DSM 510,DSM 510,GCF_040492655.1,成功,DSM_Priestia megaterium DSM 510_WGS_GCF_040492655.1.fasta,,,
18,Cupriavidus necator DSM 515,DSM 515,DSM 515,,,,,,
18,Cupriavidus necator DSM 516,DSM 516,DSM 516,,,,,,
18,Cupriavidus necator DSM 517,DSM 517,DSM 517,,,,,,
18,Cupriavidus necator DSM 518,DSM 518,DSM 518,,,,PX506529,成功,DSM_Cupriavidus necator DSM 518_16S_PX506529.fasta
18,Clostridium tetanomorphum DSM 528,DSM 528,ATCC 15920;DSM 528,GCA_964474485.1,成功,DSM_Clostridium tetanomorphum DSM 528_WGS_GCA_964474485.1.fasta,,,
18,Cupriavidus necator DSM 529,DSM 529,DSM 529;ATCC 17698,,,,,,
18,Cupriavidus necator DSM 530,DSM 530,ATCC 17700;DSM 530,,,,,,
18,Cupriavidus necator DSM 538,DSM 538,DSM 538,,,,,,
18,Cupriavidus necator DSM 539,DSM 539,DSM 539,,,,,,
18,Cupriavidus necator DSM 540,DSM 540,DSM 540,,,,,,
19,Cupriavidus necator DSM 541,DSM 541,DSM 541,,,,,,
19,Cupriavidus necator DSM 542,DSM 542,DSM 542,,,,,,
19,Cupriavidus necator DSM 543,DSM 543,DSM 543,,,,,,
19,Cupriavidus necator DSM 544,DSM 544,DSM 544,,,,,,
19,Cupriavidus necator DSM 545,DSM 545,DSM 545,,,,,,
19,Cupriavidus necator DSM 546,DSM 546,DSM 546,,,,,,
19,Cupriavidus necator DSM 547,DSM 547,DSM 547,,,,,,
19,Acidovorax facilis DSM 550,DSM 550,ATCC 17695;LMG 6598;DSM 550,,,,OM585507,成功,DSM_Acidovorax facilis DSM 550_16S_OM585507.fasta
19,Cupriavidus necator DSM 551,DSM 551,DSM 551,,,,,,
19,Salmonella enterica subsp. enterica DSM 554,DSM 554,DSM 554,GCF_041130295.1,成功,DSM_Salmonella enterica subsp. enterica DSM 554_WGS_GCF_041130295.1.fasta,,,
19,Clostridium kluyveri DSM 556,DSM 556,DSM 556,GCA_032017165.1,成功,DSM_Clostridium kluyveri DSM 556_WGS_GCA_032017165.1.fasta,,,
19,Clostridium kluyveri DSM 557,DSM 557,DSM 557,GCA_032662705.1,成功,DSM_Clostridium kluyveri DSM 557_WGS_GCA_032662705.1.fasta,,,
19,Clostridium kluyveri DSM 562,DSM 562,DSM 562,GCA_032051295.1,成功,DSM_Clostridium kluyveri DSM 562_WGS_GCA_032051295.1.fasta,,,
19,Clostridium kluyveri DSM 563,DSM 563,DSM 563,GCF_003181625.1,成功,DSM_Clostridium kluyveri DSM 563_WGS_GCF_003181625.1.fasta,,,
19,Clostridium kluyveri DSM 564,DSM 564,DSM 564,GCF_050584705.1,成功,DSM_Clostridium kluyveri DSM 564_WGS_GCF_050584705.1.fasta,,,
20,Thermoanaerobacter sp. DSM 568,DSM 568,DSM 568,,,,,,
20,Thermoanaerobacter thermohydrosulfuricus DSM 569,DSM 569,DSM 569,GCF_900102395.1,成功,DSM_Thermoanaerobacter thermohydrosulfuricus DSM 569_WGS_GCF_900102395.1.fasta,,,
20,Thermoanaerobacter thermohydrosulfuricus DSM 570,DSM 570,DSM 570,,,,,,
20,Thermoanaerobacterium thermosaccharolyticum DSM 572,DSM 572,DSM 572;ATCC 27384,,,,,,
20,Thermoanaerobacterium thermosaccharolyticum DSM 573,DSM 573,DSM 573,,,,,,
20,Desulfotomaculum nigrificans DSM 575,DSM 575,NCIMB 8706;DSM 575,,,,,,
20,Azotobacter vinelandii DSM 576,DSM 576,DSM 576,,,,AY336565,成功,DSM_Azotobacter vinelandii DSM 576_16S_AY336565.fasta
20,Bacillus sp. DSM 578,DSM 578,DSM 578,GCF_001517225.1,成功,DSM_Bacillus sp. DSM 578_WGS_GCF_001517225.1.fasta,,,
20,Acidithiobacillus ferrooxidans DSM 583,DSM 583,DSM 583,GCF_018854535.1,成功,DSM_Acidithiobacillus ferrooxidans DSM 583_WGS_GCF_018854535.1.fasta,KX894710,成功,DSM_Acidithiobacillus ferrooxidans DSM 583_16S_KX894710.fasta
20,Acidithiobacillus ferrooxidans DSM 584,DSM 584,DSM 584,,,,,,
20,Acidithiobacillus ferrooxidans DSM 585,DSM 585,DSM 585,,,,,,
20,Acinetobacter sp. DSM 587,DSM 587,ATCC 33308;DSM 587,GCA_049054225.1,成功,DSM_Acinetobacter sp. DSM 587_WGS_GCA_049054225.1.fasta,X89709,成功,DSM_Acinetobacter sp. DSM 587_16S_X89709.fasta
20,Acinetobacter sp. DSM 588,DSM 588,DSM 588,GCF_053374255.1,成功,DSM_Acinetobacter sp. DSM 588_WGS_GCF_053374255.1.fasta,,,
21,Beijerinckia indica DSM 591,DSM 591,DSM 591,,,,,,
21,Azomonas macrocytogenes DSM 593,DSM 593,DSM 593,,,,,,
21,Clostridium sardiniense DSM 599,DSM 599,ATCC 27555;NCTC 10984;DSM 599,GCF_030815025.1,成功,DSM_Clostridium sardiniense DSM 599_WGS_GCF_030815025.1.fasta,AB161370,成功,DSM_Clostridium sardiniense DSM 599_16S_AB161370.fasta
21,Clostridium sardiniense DSM 600,DSM 600,ATCC 27635;NCTC 10985;DSM 600,GCF_045257535.1,成功,DSM_Clostridium sardiniense DSM 600_WGS_GCF_045257535.1.fasta,AB161372,成功,DSM_Clostridium sardiniense DSM 600_16S_AB161372.fasta
21,Acidithiobacillus sp. DSM 612,DSM 612,DSM 612,,,,,,
21,Bacillus spizizenii DSM 618,DSM 618,DSM 618,GCF_041051865.1,成功,DSM_Bacillus spizizenii DSM 618_WGS_GCF_041051865.1.fasta,DQ529249,成功,DSM_Bacillus spizizenii DSM 618_16S_DQ529249.fasta
21,Acidovorax facilis DSM 620,DSM 620,DSM 620,,,,,,
22,Leucothrix mucor DSM 621,DSM 621,ATCC 27891;DSM 621,,,,,,
22,Acidithiobacillus thiooxidans DSM 622,DSM 622,DSM 622,,,,,,
22,Hathewaya histolytica DSM 627,DSM 627,DSM 627,,,,,,
22,Clostridium perfringens DSM 628,DSM 628,DSM 628,GCF_016026995.1,成功,DSM_Clostridium perfringens DSM 628_WGS_GCF_016026995.1.fasta,,,
22,Paraclostridium bifermentans DSM 630,DSM 630,DSM 630,,,,,,
22,Paraclostridium bifermentans DSM 631,DSM 631,DSM 631,,,,,,
22,Clostridium sporogenes DSM 633,DSM 633,DSM 633,,,,,,
22,Clostridium sporogenes DSM 634,DSM 634,DSM 634,GCA_046975725.1,成功,DSM_Clostridium sporogenes DSM 634_WGS_GCA_046975725.1.fasta,,,
22,Chloroflexus aurantiacus DSM 636,DSM 636,DSM 636,,,,AJ308500,成功,DSM_Chloroflexus aurantiacus DSM 636_16S_AJ308500.fasta
22,Chloroflexus aurantiacus DSM 637,DSM 637,DSM 637;ATCC 29364,,,,AJ308501,成功,DSM_Chloroflexus aurantiacus DSM 637_16S_AJ308501.fasta
22,Chloroflexus aurantiacus DSM 638,DSM 638,ATCC 29362;DSM 638,,,,,,
22,Variovorax paradoxus DSM 645,DSM 645,ATCC 17712;DSM 645,,,,AB622220,成功,DSM_Variovorax paradoxus DSM 645_16S_AB622220.fasta
22,Variovorax paradoxus DSM 646,DSM 646,ATCC 17715;DSM 646,,,,,,
23,Variovorax paradoxus DSM 647,DSM 647,DSM 647;ATCC 17722,,,,AB622221,成功,DSM_Variovorax paradoxus DSM 647_16S_AB622221.fasta
23,Hydrogenophaga palleronii DSM 650,DSM 650,DSM 650;ATCC 17728,GCF_001777155.1,成功,DSM_Hydrogenophaga palleronii DSM 650_WGS_GCF_001777155.1.fasta,,,
23,Pseudonocardia petroleophila DSM 658,DSM 658,ATCC 15776;DSM 658,,,,,,
23,Pseudonocardia saturnea DSM 660,DSM 660,DSM 660;ATCC 15778,,,,,,
23,Clostridium paraputrificum DSM 661,DSM 661,DSM 661,GCF_028437645.1,成功,DSM_Clostridium paraputrificum DSM 661_WGS_GCF_028437645.1.fasta,,,
23,Clostridium tertium DSM 662,DSM 662,DSM 662,GCA_037255455.1,成功,DSM_Clostridium tertium DSM 662_WGS_GCA_037255455.1.fasta,,,
23,Clostridium tyrobutyricum DSM 663,DSM 663,DSM 663,GCF_019144145.1,成功,DSM_Clostridium tyrobutyricum DSM 663_WGS_GCF_019144145.1.fasta,,,
23,Clostridium tyrobutyricum DSM 664,DSM 664,DSM 664,GCA_046976065.1,成功,DSM_Clostridium tyrobutyricum DSM 664_WGS_GCA_046976065.1.fasta,,,
23,Clostridium tetanomorphum DSM 665,DSM 665,DSM 665;NCTC 288,GCF_000647895.1,成功,DSM_Clostridium tetanomorphum DSM 665_WGS_GCF_000647895.1.fasta,,,
23,Clostridium cochlearium DSM 666,DSM 666,DSM 666,,,,,,
23,Clostridium cochlearium DSM 667,DSM 667,DSM 667,GCA_021625825.1,成功,DSM_Clostridium cochlearium DSM 667_WGS_GCA_021625825.1.fasta,,,
23,Halobacterium salinarum DSM 668,DSM 668,ATCC 19700;DSM 668,,,,,,
24,Escherichia coli DSM 682,DSM 682,ATCC 10536;DSM 682;NCTC 10418,GCF_002766315.1,成功,ATCC_Escherichia coli DSM 682_WGS_GCF_002766315.1.fasta,,,
24,Desulfuromonas acetoxidans DSM 684,DSM 684,DSM 684,GCF_000167355.1,成功,DSM_Desulfuromonas acetoxidans DSM 684_WGS_GCF_000167355.1.fasta,NR_121678,成功,DSM_Desulfuromonas acetoxidans DSM 684_16S_NR_121678.fasta
24,Streptomyces sp. DSM 687,DSM 687,DSM 687,GCF_053610445.1,成功,DSM_Streptomyces sp. DSM 687_WGS_GCF_053610445.1.fasta,,,
24,Lysinibacillus sp. DSM 701,DSM 701,DSM 701,,,,,,
24,Bacillus sp. DSM 702,DSM 702,DSM 702,GCF_023094015.1,成功,DSM_Bacillus sp. DSM 702_WGS_GCF_023094015.1.fasta,,,
24,Bacillus sp. DSM 703,DSM 703,DSM 703,GCF_036409455.1,成功,DSM_Bacillus sp. DSM 703_WGS_GCF_036409455.1.fasta,,,
24,Bacillus sp. DSM 704,DSM 704,ATCC 31324;DSM 704,GCF_014180705.1,成功,DSM_Bacillus sp. DSM 704_WGS_GCF_014180705.1.fasta,,,
24,Claviceps purpurea DSM 714,DSM 714,DSM 714;ATCC 15383,GCA_051527475.1,成功,DSM_Claviceps purpurea DSM 714_WGS_GCA_051527475.1.fasta,,,
24,Claviceps purpurea DSM 715,DSM 715,ATCC 20103;DSM 715,GCA_051527495.1,成功,DSM_Claviceps purpurea DSM 715_WGS_GCA_051527495.1.fasta,,,
24,Claviceps purpurea DSM 716,DSM 716,DSM 716,GCA_051529475.1,成功,DSM_Claviceps purpurea DSM 716_WGS_GCA_051529475.1.fasta,,,
24,Ochrobactrum sp. DSM 717,DSM 717,DSM 717,,,,,,
24,Azotobacter vinelandii DSM 720,DSM 720,DSM 720;ATCC 17962,,,,,,
24,Azomonas macrocytogenes DSM 722,DSM 722,DSM 722,,,,,,
25,Rhodomicrobium vannielii DSM 725,DSM 725,DSM 725,,,,,,
25,Marichromatium gracile DSM 726,DSM 726,DSM 726,,,,,,
25,Pelodictyon phaeum DSM 728,DSM 728,DSM 728,,,,,,
25,Streptomyces tanashiensis DSM 731,DSM 731,DSM 731,GCF_026427415.1,成功,DSM_Streptomyces tanashiensis DSM 731_WGS_GCF_026427415.1.fasta,,,
25,Herbaspirillum autotrophicum DSM 733,DSM 733,DSM 733,,,,,,
25,Aspergillus niger DSM 734,DSM 734,DSM 734;ATCC 10254;NBRC 6428,GCA_047496425.1,成功,DSM_Aspergillus niger DSM 734_WGS_GCA_047496425.1.fasta,,,
25,Microvirgula aerodenitrificans DSM 736,DSM 736,ATCC 27510;DSM 736,,,,,,
25,Aspergillus niger DSM 737,DSM 737,DSM 737;ATCC 32656,GCA_052815605.1,成功,DSM_Aspergillus niger DSM 737_WGS_GCA_052815605.1.fasta,,,
25,Streptomyces clavuligerus DSM 738,DSM 738,NCIMB 12785;NBRC 13307;DSM 738,GCF_015912945.1,成功,NCIMB_Streptomyces clavuligerus DSM 738_WGS_GCF_015912945.1.fasta,FJ867927,成功,NCIMB_Streptomyces clavuligerus DSM 738_16S_FJ867927.fasta
25,Thiobacillus denitrificans DSM 739,DSM 739,DSM 739,,,,,,
25,Paenibacillus polymyxa DSM 740,DSM 740,ATCC 31325;DSM 740,,,,,,
25,Paenibacillus polymyxa DSM 741,DSM 741,ATCC 31326;DSM 741,GCF_051966115.1,成功,DSM_Paenibacillus polymyxa DSM 741_WGS_GCF_051966115.1.fasta,,,
25,Paenibacillus polymyxa DSM 742,DSM 742,DSM 742,GCF_018403105.1,成功,DSM_Paenibacillus polymyxa DSM 742_WGS_GCF_018403105.1.fasta,,,
25,Methanobrevibacter arboriphilus DSM 744,DSM 744,DSM 744,,,,,,
26,Streptomyces sp. DSM 747,DSM 747,DSM 747,GCF_042728275.1,成功,DSM_Streptomyces sp. DSM 747_WGS_GCF_042728275.1.fasta,,,
26,Clostridium tertium DSM 748,DSM 748,NCTC 541;DSM 748;ATCC 19405,GCA_963589115.1,成功,NCTC_Clostridium tertium DSM 748_WGS_GCA_963589115.1.fasta,,,
26,Mycobacterium phlei DSM 750,DSM 750,DSM 750;NBRC 3158,,,,,,
26,Gordonia paraffinivorans DSM 751,DSM 751,DSM 751;NBRC 3083,,,,,,
26,Clostridium sp. DSM 754,DSM 754,ATCC 13732;DSM 754,GCA_963631055.1,成功,DSM_Clostridium sp. DSM 754_WGS_GCA_963631055.1.fasta,,,
26,Clostridium subterminale DSM 758,DSM 758,DSM 758,GCA_948474505.1,成功,DSM_Clostridium subterminale DSM 758_WGS_GCA_948474505.1.fasta,AF241843,成功,DSM_Clostridium subterminale DSM 758_16S_AF241843.fasta
26,Streptomyces sp. DSM 761,DSM 761,DSM 761,GCF_042735575.1,成功,DSM_Streptomyces sp. DSM 761_WGS_GCF_042735575.1.fasta,,,
26,Mycobacterium sp. DSM 762,DSM 762,DSM 762;NCTC 2875;ATCC 8458,GCF_001610475.1,成功,DSM_Mycobacterium sp. DSM 762_WGS_GCF_001610475.1.fasta,,,
26,Fusarium proliferatum DSM 764,DSM 764,DSM 764,GCA_002234135.1,成功,DSM_Fusarium proliferatum DSM 764_WGS_GCA_002234135.1.fasta,,,
26,Bacillus pumilus DSM 766,DSM 766,DSM 766,GCF_029931435.1,成功,DSM_Bacillus pumilus DSM 766_WGS_GCF_029931435.1.fasta,,,
26,Trichoderma reesei DSM 768,DSM 768,ATCC 13631;DSM 768,GCA_002006585.1,成功,ATCC_Trichoderma reesei DSM 768_WGS_GCA_002006585.1.fasta,,,
27,Trichoderma reesei DSM 769,DSM 769,ATCC 26921;ATCC 24449;DSM 769,,,,,,
27,Trichoderma reesei DSM 770,DSM 770,DSM 770;ATCC 26920,,,,,,
27,Rhodococcus erythropolis DSM 772,DSM 772,DSM 772,,,,,,
27,Gordonia alkanivorans DSM 777,DSM 777,DSM 777;IAM 1038,,,,,,
27,Priestia megaterium DSM 786,DSM 786,DSM 786,,,,,,
27,Aspergillus fumigatus DSM 790,DSM 790,DSM 790,GCA_046127495.1,成功,DSM_Aspergillus fumigatus DSM 790_WGS_GCA_046127495.1.fasta,,,
28,Micromonospora sp. DSM 801,DSM 801,DSM 801,,,,,,
28,Micromonospora sp. DSM 802,DSM 802,DSM 802;ATCC 27598,,,,,,
28,Sulfurospirillum sp. DSM 806,DSM 806,DSM 806,,,,,,
28,Thiobacillus denitrificans DSM 807,DSM 807,DSM 807;ATCC 29685,,,,,,
28,Mucor mucedo DSM 809,DSM 809,ATCC 38693;DSM 809,,,,,,
28,Mucor mucedo DSM 810,DSM 810,NBRC 5776;DSM 810;ATCC 38694,,,,,,
28,Absidia glauca DSM 811,DSM 811,DSM 811;ATCC 20093,,,,,,
28,Absidia repens DSM 812,DSM 812,DSM 812;ATCC 14849,,,,,,
28,Aspergillus alliaceus DSM 813,DSM 813,DSM 813;ATCC 10060;NBRC 7538,GCA_020503595.1,成功,DSM_Aspergillus alliaceus DSM 813_WGS_GCA_020503595.1.fasta,,,
28,Aspergillus candidus DSM 814,DSM 814,ATCC 11380;DSM 814;NBRC 4310,GCA_048626375.1,成功,DSM_Aspergillus candidus DSM 814_WGS_GCA_048626375.1.fasta,,,
28,Aspergillus clavatus DSM 816,DSM 816,DSM 816,,,,,,
28,Aspergillus clavatus DSM 817,DSM 817,DSM 817;ATCC 15550,GCA_047715635.1,成功,DSM_Aspergillus clavatus DSM 817_WGS_GCA_047715635.1.fasta,,,
28,Aspergillus flavus DSM 818,DSM 818,ATCC 10124;DSM 818,GCA_020501245.1,成功,DSM_Aspergillus flavus DSM 818_WGS_GCA_020501245.1.fasta,,,
28,Aspergillus fumigatus DSM 819,DSM 819,ATCC 9197;DSM 819,GCA_020503445.1,成功,DSM_Aspergillus fumigatus DSM 819_WGS_GCA_020503445.1.fasta,,,
28,Aspergillus quadrilineatus DSM 820,DSM 820,ATCC 11267;DSM 820,,,,,,
28,Aspergillus niger DSM 821,DSM 821,ATCC 1015;DSM 821;ATCC 9142,GCA_020503825.1,成功,DSM_Aspergillus niger DSM 821_WGS_GCA_020503825.1.fasta,,,
29,Aspergillus niger DSM 823,DSM 823,ATCC 10577;NCTC 7193;DSM 823,GCA_020501605.1,成功,DSM_Aspergillus niger DSM 823_WGS_GCA_020501605.1.fasta,,,
29,Aspergillus ochraceus DSM 824,DSM 824,DSM 824;ATCC 1008,GCA_047715755.1,成功,DSM_Aspergillus ochraceus DSM 824_WGS_GCA_047715755.1.fasta,,,
29,Aspergillus tamarii DSM 825,DSM 825,DSM 825;ATCC 10836,,,,,,
29,Aspergillus pseudoterreus DSM 826,DSM 826,ATCC 10020;DSM 826;NBRC 6123;IAM 2054,,,,,,
29,Aspergillus unguis DSM 827,DSM 827,ATCC 10032;DSM 827,GCA_023973445.1,成功,DSM_Aspergillus unguis DSM 827_WGS_GCA_023973445.1.fasta,,,
29,Diplodia seriata DSM 828,DSM 828,ATCC 244444;DSM 828,,,,,,
29,Claviceps paspali DSM 833,DSM 833,DSM 833;ATCC 13893,,,,,,
29,Epicoccum nigrum DSM 838,DSM 838,DSM 838;ATCC 12722,,,,,,
29,Epicoccum nigrum DSM 839,DSM 839,DSM 839;ATCC 12725,,,,,,
29,Fusarium proliferatum DSM 840,DSM 840,NBRC 6349;DSM 840;ATCC 10052,GCA_000350365.1,成功,DSM_Fusarium proliferatum DSM 840_WGS_GCA_000350365.1.fasta,,,
29,Fusarium oxysporum DSM 841,DSM 841,ATCC 7808;DSM 841,,,,,,
29,Mortierella globalpina DSM 842,DSM 842,DSM 842;ATCC 13309,,,,,,
29,Rhizoctonia solani DSM 843,DSM 843,DSM 843;ATCC 13289,,,,,,
29,Penicillium rubens DSM 844,DSM 844,ATCC 11710;NBRC 9250;DSM 844,GCA_002000375.1,成功,DSM_Penicillium rubens DSM 844_WGS_GCA_002000375.1.fasta,,,
29,Penicillium decumbens DSM 845,DSM 845,ATCC 14588;DSM 845,,,,,,
29,Purpureocillium lilacinum DSM 846,DSM 846,DSM 846;ATCC 10114,GCA_051529275.1,成功,DSM_Purpureocillium lilacinum DSM 846_WGS_GCA_051529275.1.fasta,,,
29,Penicillium griseofulvum DSM 847,DSM 847,DSM 847;ATCC 9439,,,,,,
29,Penicillium rubens DSM 848,DSM 848,ATCC 9178;DSM 848,,,,,,
29,Neopestalotiopsis foedans DSM 849,DSM 849,DSM 849;ATCC 11817,,,,,,
29,Neopestalotiopsis asiatica DSM 850,DSM 850,ATCC 11816;DSM 850,,,,,,
30,Rhizoctonia solani DSM 852,DSM 852,ATCC 13250;DSM 852,,,,,,
30,Rhizopus arrhizus DSM 853,DSM 853,ATCC 4858;DSM 853,,,,,,
30,Rhizopus arrhizus DSM 854,DSM 854,DSM 854,GCA_011763935.1,成功,DSM_Rhizopus arrhizus DSM 854_WGS_GCA_011763935.1.fasta,,,
30,Rhizopus stolonifer DSM 855,DSM 855,ATCC 15441;DSM 855,,,,,,
30,Penicillium guttulosum DSM 856,DSM 856,DSM 856;ATCC 13595,,,,,,
30,Spicaria sp. DSM 857,DSM 857,DSM 857;ATCC 20153,,,,,,
30,Paraconiothyrium brasiliense DSM 858,DSM 858,DSM 858;ATCC 14288,,,,,,
30,Syncephalastrum racemosum DSM 859,DSM 859,ATCC 18192;DSM 859,,,,,,
30,Trichothecium roseum DSM 860,DSM 860,ATCC 8685;NBRC 6157;DSM 860,,,,,,
30,Methanobacterium sp. DSM 862,DSM 862,DSM 862,,,,JQ346748,成功,DSM_Methanobacterium sp. DSM 862_16S_JQ346748.fasta
30,Sinomonas sp. DSM 865,DSM 865,DSM 865,,,,,,
30,Sinomonas sp. DSM 866,DSM 866,DSM 866,,,,,,
30,Thermoanaerobacterium thermosaccharolyticum DSM 869,DSM 869,DSM 869;ATCC 25773,,,,,,
30,Aspergillus sclerotiorum DSM 870,DSM 870,DSM 870;NBRC 7542;ATCC 16892,GCA_009176405.1,成功,DSM_Aspergillus sclerotiorum DSM 870_WGS_GCA_009176405.1.fasta,,,
30,Aspergillus asperescens DSM 871,DSM 871,DSM 871;ATCC 11079,GCA_027569075.1,成功,DSM_Aspergillus asperescens DSM 871_WGS_GCA_027569075.1.fasta,,,
30,Aspergillus carbonarius DSM 872,DSM 872,ATCC 8740;DSM 872,GCA_020502095.1,成功,DSM_Aspergillus carbonarius DSM 872_WGS_GCA_020502095.1.fasta,,,
30,Aspergillus clavatus DSM 873,DSM 873,DSM 873;ATCC 20198,,,,,,
31,Aspergillus iizukae DSM 874,DSM 874,ATCC 11013;DSM 874,GCA_020501735.1,成功,DSM_Aspergillus iizukae DSM 874_WGS_GCA_020501735.1.fasta,,,
31,Beauveria bassiana DSM 875,DSM 875,ATCC 13144;DSM 875,,,,,,
31,Botrytis aclada DSM 876,DSM 876,DSM 876;ATCC 9435,GCA_052570955.1,成功,DSM_Botrytis aclada DSM 876_WGS_GCA_052570955.1.fasta,,,
31,Botrytis cinerea DSM 877,DSM 877,DSM 877;ATCC 12481,,,,,,
31,Microdochium sp. DSM 879,DSM 879,ATCC 14767;DSM 879,,,,,,
31,Hapsidospora irregularis DSM 880,DSM 880,ATCC 11550;DSM 880,GCA_000769265.1,成功,ATCC_Hapsidospora irregularis DSM 880_WGS_GCA_000769265.1.fasta,,,
31,Claviceps viridis DSM 882,DSM 882,DSM 882,GCA_051528945.1,成功,DSM_Claviceps viridis DSM 882_WGS_GCA_051528945.1.fasta,,,
31,Claviceps paspali DSM 883,DSM 883,DSM 883;ATCC 13892,GCA_051528995.1,成功,DSM_Claviceps paspali DSM 883_WGS_GCA_051528995.1.fasta,,,
31,Claviceps paspali DSM 884,DSM 884,DSM 884;ATCC 13894,,,,,,
31,Claviceps paspali DSM 885,DSM 885,ATCC 13895;DSM 885,GCA_013435705.1,成功,DSM_Claviceps paspali DSM 885_WGS_GCA_013435705.1.fasta,,,
31,Coprinopsis calospora DSM 886,DSM 886,DSM 886;ATCC 20120,,,,,,
31,Coprinellus micaceus DSM 887,DSM 887,NBRC 8412;ATCC 20122;DSM 887,,,,,,
31,Coprinellus radians DSM 888,DSM 888,DSM 888;ATCC 20014,,,,,,
31,Hypomyces rosellus DSM 890,DSM 890,ATCC 11339;DSM 890,,,,,,
31,Epicoccum nigrum DSM 891,DSM 891,DSM 891;ATCC 12724,,,,,,
31,Epicoccum latusicollum DSM 892,DSM 892,DSM 892;ATCC 12726,,,,,,
31,Fusarium fujikuroi DSM 893,DSM 893,DSM 893;ATCC 12616,GCA_011034025.1,成功,DSM_Fusarium fujikuroi DSM 893_WGS_GCA_011034025.1.fasta,,,
31,Neurospora crassa DSM 894,DSM 894,ATCC 9278;NBRC 6659;DSM 894,,,,,,
31,Penicillium rubens DSM 895,DSM 895,ATCC 10003;DSM 895,,,,,,
31,Penicillium griseofulvum DSM 896,DSM 896,NBRC 7640;DSM 896;ATCC 11885,,,,,,
32,Penicillium nalgiovense DSM 897,DSM 897,DSM 897;NBRC 8112;ATCC 10472,,,,,,
32,Penicillium oxalicum DSM 898,DSM 898,ATCC 10476;DSM 898,,,,,,
32,Peziza varia DSM 899,DSM 899,ATCC 16030;DSM 899,,,,,,
32,Phycomyces blakesleeanus DSM 900,DSM 900,DSM 900;ATCC 6200,,,,,,
32,Clitopilus passeckerianus DSM 901,DSM 901,ATCC 9416;DSM 901,,,,,,
32,Rhizoctonia solani DSM 903,DSM 903,DSM 903;ATCC 13247,,,,,,
32,Rhizopus arrhizus DSM 905,DSM 905,DSM 905;ATCC 10260;ATCC 12732,GCA_011763855.1,成功,DSM_Rhizopus arrhizus DSM 905_WGS_GCA_011763855.1.fasta,,,
32,Rhizopus arrhizus DSM 906,DSM 906,ATCC 11145;NBRC 6155;DSM 906;NBRC 5780,,,,,,
32,Rhizopus arrhizus DSM 907,DSM 907,NBRC 6154;DSM 907,,,,,,
32,Rhizopus arrhizus DSM 908,DSM 908,DSM 908;ATCC 8466;NCTC 1905,,,,,,
32,Bipolaris australiensis DSM 911,DSM 911,DSM 911;ATCC 12728,,,,,,
32,Thamnidium elegans DSM 912,DSM 912,ATCC 18191;DSM 912,,,,,,
32,Xylaria digitata DSM 914,DSM 914,DSM 914;ATCC 14962,GCA_051529095.1,成功,DSM_Xylaria digitata DSM 914_WGS_GCA_051529095.1.fasta,,,
32,Tolypocladium inflatum DSM 915,DSM 915,ATCC 34921;DSM 915,GCA_051527615.1,成功,ATCC_Tolypocladium inflatum DSM 915_WGS_GCA_051527615.1.fasta,,,
32,Streptomyces sp. DSM 920,DSM 920,DSM 920,GCF_042787165.1,成功,DSM_Streptomyces sp. DSM 920_WGS_GCF_042787165.1.fasta,,,
32,Streptomyces pseudogriseolus DSM 921,DSM 921,DSM 921,GCF_042726475.1,成功,DSM_Streptomyces pseudogriseolus DSM 921_WGS_GCF_042726475.1.fasta,,,
33,Streptomyces sp. DSM 922,DSM 922,DSM 922,GCF_051950855.1,成功,DSM_Streptomyces sp. DSM 922_WGS_GCF_051950855.1.fasta,,,
33,Streptomyces variabilis DSM 923,DSM 923,DSM 923,GCF_042735855.1,成功,DSM_Streptomyces variabilis DSM 923_WGS_GCF_042735855.1.fasta,,,
33,Streptomyces sp. DSM 924,DSM 924,DSM 924,GCF_042726895.1,成功,DSM_Streptomyces sp. DSM 924_WGS_GCF_042726895.1.fasta,,,
33,Emericellopsis minima DSM 925,DSM 925,DSM 925;ATCC 32460,,,,,,
33,Streptomyces sp. DSM 926,DSM 926,DSM 926,GCF_002154615.1,成功,DSM_Streptomyces sp. DSM 926_WGS_GCF_002154615.1.fasta,,,
33,Streptomyces sp. DSM 927,DSM 927,DSM 927,GCF_042738495.1,成功,DSM_Streptomyces sp. DSM 927_WGS_GCF_042738495.1.fasta,,,
33,Streptomyces sp. DSM 928,DSM 928,DSM 928,GCF_000698945.1,成功,DSM_Streptomyces sp. DSM 928_WGS_GCF_000698945.1.fasta,,,
33,Streptomyces platensis DSM 929,DSM 929,DSM 929,GCF_040637715.1,成功,DSM_Streptomyces platensis DSM 929_WGS_GCF_040637715.1.fasta,,,
33,Streptomyces sp. DSM 930,DSM 930,DSM 930;NCIMB 11239,GCA_035695335.1,成功,DSM_Streptomyces sp. DSM 930_WGS_GCA_035695335.1.fasta,,,
33,Streptomyces sp. DSM 931,DSM 931,DSM 931,GCA_033854855.1,成功,DSM_Streptomyces sp. DSM 931_WGS_GCA_033854855.1.fasta,,,
33,Aspergillus tubingensis DSM 932,DSM 932,ATCC 66876;DSM 932,GCA_012656455.1,成功,DSM_Aspergillus tubingensis DSM 932_WGS_GCA_012656455.1.fasta,,,
